id.rownames	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ensembl_gene_id	mgi_symbol	gene_biotype
ENSRNOG00000013271	1634.1304049579	0.116003692047498	0.0708971664570761	1.63622465952474	0.101792577275714	0.744185780199102	ENSRNOG00000013271		protein_coding
ENSRNOG00000005059	112.716851862483	0.0509439441115071	0.881951934585057	0.0577627216561131	0.953937632384489	0.999897729161145	ENSRNOG00000005059		protein_coding
ENSRNOG00000002229	786.767766933924	0.335943929074648	0.0935866538699536	3.5896563792255	0.000331114147728554	0.0214428718020704	ENSRNOG00000002229		protein_coding
ENSRNOG00000002227	313.029652458509	0.0439079859354962	0.122492758523946	0.358453727914966	0.720003790067088	0.999897729161145	ENSRNOG00000002227		protein_coding
ENSRNOG00000002224	618.936566191018	-0.138177427267208	0.461407137651414	-0.299469635364849	0.764581737007819	0.999897729161145	ENSRNOG00000002224		protein_coding
ENSRNOG00000002225	2235.02492435465	-0.139579640707696	0.113132421138081	-1.23377224056166	0.21728778616579	0.926828708316716	ENSRNOG00000002225		protein_coding
ENSRNOG00000014808	748.119704584899	-0.0228258756221862	0.175837474496094	-0.129812349088836	0.896714892430208	0.999897729161145	ENSRNOG00000014808		protein_coding
ENSRNOG00000042912	119.357367631597	0.330376102696138	0.194271134963411	1.70059284802325	0.089019468079551	0.706710319480189	ENSRNOG00000042912		protein_coding
ENSRNOG00000042915	285.237592057214	0.00962771876199328	0.200742673734025	0.0479604987963326	0.961747723751713	0.999897729161145	ENSRNOG00000042915		protein_coding
ENSRNOG00000042916	966.104196305666	0.0244515359457978	0.0533052838079696	0.458707546401659	0.646444194164626	0.999897729161145	ENSRNOG00000042916		protein_coding
ENSRNOG00000046533	3227.16187605823	-0.092949179158691	0.0488785489340598	-1.90163540419511	0.0572188360607507	0.597304741608613	ENSRNOG00000046533		pseudogene
ENSRNOG00000005053	3850.02760672944	0.0817197542806236	0.455204701905377	0.179523089147727	0.857526989302987	0.999897729161145	ENSRNOG00000005053		protein_coding
ENSRNOG00000030017	369.240386890899	0.147507806883704	0.183997664634292	0.801683038623809	0.422736329656219	0.999897729161145	ENSRNOG00000030017		protein_coding
ENSRNOG00000030019	16905.7600015787	0.0576720584661148	0.135181796937976	0.426625919853514	0.669651815553227	0.999897729161145	ENSRNOG00000030019		protein_coding
ENSRNOG00000057806	2094.75645027845	0.0605013865563689	0.054567213115047	1.10874979868975	0.267538132475902	0.960621780718133	ENSRNOG00000057806		protein_coding
ENSRNOG00000031760	34.1449863411426	0.204449613833024	0.331059725037327	0.617561117740832	0.536864681781709	0.999897729161145	ENSRNOG00000031760	Fmn1	protein_coding
ENSRNOG00000031766	153904.585806412	-0.0710692721472834	0.112622368361839	-0.631040468967482	0.528014063995835	0.999897729161145	ENSRNOG00000031766		protein_coding
ENSRNOG00000031769	148.983362893849	-0.0108265182250355	0.174301845374785	-0.0621136179123991	0.950472352413333	0.999897729161145	ENSRNOG00000031769		protein_coding
ENSRNOG00000029813	725.162841911918	-0.0745509431194391	0.089625482198474	-0.831805210870134	0.405518902154198	0.999897729161145	ENSRNOG00000029813		protein_coding
ENSRNOG00000029810	1168.57289895085	-0.0696225581321079	0.268528404257058	-0.25927446418465	0.795423480532549	0.999897729161145	ENSRNOG00000029810		protein_coding
ENSRNOG00000038572	1001.26086361789	-0.190813215429291	0.0722142126840451	-2.64232217367163	0.00823396909083814	0.190392478275871	ENSRNOG00000038572		protein_coding
ENSRNOG00000015541	28.0815115808128	-0.247483751842978	0.36595874873157	-0.676261334647056	0.498874736949732	0.999897729161145	ENSRNOG00000015541		protein_coding
ENSRNOG00000015540	2056.65936609532	-0.14489836309556	0.0627995962107434	-2.30731361089184	0.0210373432880154	0.344437496318065	ENSRNOG00000015540		protein_coding
ENSRNOG00000015546	187.982396692426	-0.185711772270702	0.119159228845024	-1.55851774193868	0.119110565558895	0.77902023857326	ENSRNOG00000015546		protein_coding
ENSRNOG00000015544	8070.89843823746	-0.0330997092146846	0.0318262848348812	-1.04001171944542	0.298334455911006	0.984039055982963	ENSRNOG00000015544		protein_coding
ENSRNOG00000011653	1846.39327640178	0.0947377309707547	0.105951855032581	0.894158303708999	0.371237197960723	0.999897729161145	ENSRNOG00000011653		protein_coding
ENSRNOG00000011652	1345.3106334201	-0.0874583760200347	0.157672414032926	-0.554684067954786	0.579110775503874	0.999897729161145	ENSRNOG00000011652		protein_coding
ENSRNOG00000011657	29.2150438888386	0.23823418175948	0.307860880961938	0.773837133886895	0.439027109924052	0.999897729161145	ENSRNOG00000011657		protein_coding
ENSRNOG00000011655	556.151158354085	0.0273549216322668	0.0795227962099765	0.343988427670946	0.730854989019218	0.999897729161145	ENSRNOG00000011655		protein_coding
ENSRNOG00000011654	1112.09894627879	-0.297187612038852	0.0938157207309308	-3.1677805140058	0.00153607440790255	0.0638745974175972	ENSRNOG00000011654		protein_coding
ENSRNOG00000011659	3868.97518342597	0.0911880598229225	0.0779912133853472	1.16920940019706	0.242319274777437	0.944281826165799	ENSRNOG00000011659		protein_coding
ENSRNOG00000011658	338.187181979066	-0.15013104533094	0.0927323595507091	-1.61897147940945	0.105453399755802	0.751284220962956	ENSRNOG00000011658		protein_coding
ENSRNOG00000039197	1969.59675738622	-0.608860960711721	0.248250817628312	-2.45260404992231	0.0141826355352515	0.269736127495838	ENSRNOG00000039197		protein_coding
ENSRNOG00000049604	196.909982404918	-0.151348240048866	0.317221727051486	-0.477105529484433	0.633286977405963	0.999897729161145	ENSRNOG00000049604		protein_coding
ENSRNOG00000049607	208.979081143492	-0.179656407802532	0.136074690407035	-1.32027790961812	0.186742248186008	0.899775304318713	ENSRNOG00000049607		protein_coding
ENSRNOG00000016381	132.133222787478	0.13079607794928	0.164086452300268	0.797116861969397	0.425383164241662	0.999897729161145	ENSRNOG00000016381		protein_coding
ENSRNOG00000016383	1437.85937586251	0.0780572479692558	0.0553518867053723	1.41020031322039	0.158480543370902	0.851968644102102	ENSRNOG00000016383		protein_coding
ENSRNOG00000016384	549.777804747262	0.100435064935152	0.101250017309725	0.991951089034577	0.321221385394747	0.989660172107835	ENSRNOG00000016384		protein_coding
ENSRNOG00000016387	5498.72632903664	-0.0579960275884219	0.0731482826125928	-0.792855628553575	0.427861941645903	0.999897729161145	ENSRNOG00000016387		protein_coding
ENSRNOG00000016388	657.0057198804	-0.153357009498312	0.198252419034567	-0.773544203118012	0.439200379100424	0.999897729161145	ENSRNOG00000016388		protein_coding
ENSRNOG00000037352	253.428781832825	0.137753698346395	0.149517274106955	0.921322965317405	0.356881834558627	0.999897729161145	ENSRNOG00000037352		protein_coding
ENSRNOG00000008224	523.241634440985	-0.104035327772329	0.184633747794952	-0.563468645438899	0.573115804953938	0.999897729161145	ENSRNOG00000008224		protein_coding
ENSRNOG00000047171	304.204955320549	-0.108198832953279	0.117919680818483	-0.917563821427167	0.358847265878054	0.999897729161145	ENSRNOG00000047171		protein_coding
ENSRNOG00000047174	32.6145436956665	-0.609197884687703	0.316061091284501	-1.92746877577328	0.0539212357080646	0.584008904532167	ENSRNOG00000047174		protein_coding
ENSRNOG00000047179	10516.1463124626	0.0853033888178076	0.11931360362227	0.714951072032544	0.474639277149218	0.999897729161145	ENSRNOG00000047179		protein_coding
